alert_id,check_id,severity,status,assigned_to,opened_at,resolved_at,resolution_notes
1203,1203,LOW,OPEN,79,2025-03-21 20:08:00,,Escalated to compliance team
1204,1204,MEDIUM,OPEN,197,2024-08-12 02:07:00,,Additional KYC completed
1205,1205,HIGH,RESOLVED,82,2025-02-20 04:54:00,2025-03-06 04:54:00,Risk accepted
1206,1206,MEDIUM,IN_PROGRESS,84,2024-05-04 23:08:00,,Escalated to compliance team
1207,1207,LOW,IN_PROGRESS,97,2023-07-23 02:26:00,,Account temporarily blocked
1208,1208,MEDIUM,CLOSED,59,2023-08-18 00:01:00,2023-09-08 00:01:00,False positive
1209,1209,LOW,RESOLVED,159,2024-04-18 06:16:00,2024-04-24 06:16:00,Risk accepted
1210,1210,LOW,OPEN,146,2024-09-06 08:09:00,,False positive
1211,1211,CRITICAL,RESOLVED,173,2023-01-15 22:33:00,2023-02-14 22:33:00,Risk accepted
1212,1212,CRITICAL,IN_PROGRESS,69,2023-05-02 07:45:00,,Escalated to compliance team
1213,1213,HIGH,OPEN,154,2025-02-03 15:24:00,,Customer documents verified
1214,1214,LOW,RESOLVED,38,2025-04-23 09:46:00,2025-05-07 09:46:00,False positive
1215,1215,LOW,RESOLVED,150,2023-10-25 08:15:00,2023-11-24 08:15:00,Additional KYC completed
1216,1216,LOW,OPEN,83,2024-10-24 14:05:00,,Additional KYC completed
1217,1217,MEDIUM,RESOLVED,153,2024-02-12 21:13:00,2024-03-06 21:13:00,Escalated to compliance team
1218,1218,LOW,OPEN,61,2023-03-16 03:35:00,,Risk accepted
1219,1219,HIGH,CLOSED,12,2023-12-29 19:42:00,2024-01-18 19:42:00,False positive
1220,1220,CRITICAL,IN_PROGRESS,172,2023-09-17 16:39:00,,Escalated to compliance team
1221,1221,LOW,RESOLVED,127,2023-05-16 17:02:00,2023-05-25 17:02:00,Escalated to compliance team
1222,1222,HIGH,OPEN,111,2025-06-17 14:08:00,,Customer documents verified
1223,1223,LOW,OPEN,72,2023-09-24 03:20:00,,Additional KYC completed
1224,1224,MEDIUM,CLOSED,195,2024-01-05 13:18:00,2024-01-14 13:18:00,Escalated to compliance team
1225,1225,HIGH,CLOSED,126,2024-06-13 10:27:00,2024-06-24 10:27:00,Customer documents verified
1226,1226,LOW,RESOLVED,14,2024-07-23 21:40:00,2024-07-25 21:40:00,Customer documents verified
1227,1227,HIGH,IN_PROGRESS,112,2023-07-07 01:30:00,,False positive
1228,1228,HIGH,IN_PROGRESS,125,2024-05-21 01:28:00,,Risk accepted
1229,1229,LOW,RESOLVED,24,2024-05-19 03:54:00,2024-05-24 03:54:00,Customer documents verified
1230,1230,MEDIUM,CLOSED,70,2025-06-08 09:11:00,2025-07-02 09:11:00,Account temporarily blocked
1231,1231,MEDIUM,RESOLVED,147,2024-11-10 18:13:00,2024-11-11 18:13:00,Customer documents verified
1232,1232,LOW,RESOLVED,85,2024-03-02 02:15:00,2024-03-24 02:15:00,False positive
1233,1233,LOW,OPEN,28,2023-10-19 21:43:00,,Escalated to compliance team
1234,1234,MEDIUM,RESOLVED,117,2023-06-07 00:05:00,2023-06-30 00:05:00,Additional KYC completed
1235,1235,CRITICAL,OPEN,168,2023-10-03 19:42:00,,Account temporarily blocked
1236,1236,CRITICAL,CLOSED,146,2024-04-08 10:46:00,2024-05-08 10:46:00,Customer documents verified
1237,1237,HIGH,RESOLVED,191,2023-08-05 01:51:00,2023-08-16 01:51:00,False positive
1238,1238,LOW,OPEN,62,2024-07-14 19:24:00,,Risk accepted
1239,1239,LOW,IN_PROGRESS,104,2023-04-02 00:54:00,,Escalated to compliance team
1240,1240,MEDIUM,OPEN,111,2024-10-24 20:09:00,,Additional KYC completed
1241,1241,LOW,RESOLVED,25,2025-04-05 09:57:00,2025-04-10 09:57:00,Escalated to compliance team
1242,1242,MEDIUM,RESOLVED,145,2024-06-08 06:31:00,2024-06-21 06:31:00,Account temporarily blocked
1243,1243,MEDIUM,RESOLVED,112,2024-03-09 02:48:00,2024-03-21 02:48:00,Additional KYC completed
1244,1244,MEDIUM,RESOLVED,166,2024-03-12 02:02:00,2024-03-27 02:02:00,Additional KYC completed
1245,1245,MEDIUM,RESOLVED,22,2024-12-31 04:59:00,2025-01-21 04:59:00,Escalated to compliance team
1246,1246,LOW,CLOSED,33,2024-04-24 13:05:00,2024-05-10 13:05:00,Additional KYC completed
1247,1247,LOW,RESOLVED,20,2023-11-04 07:33:00,2023-11-23 07:33:00,False positive
1248,1248,MEDIUM,RESOLVED,185,2024-06-09 03:32:00,2024-06-13 03:32:00,Account temporarily blocked
1249,1249,LOW,IN_PROGRESS,129,2025-04-12 08:22:00,,False positive
1250,1250,LOW,RESOLVED,101,2023-04-27 23:42:00,2023-05-23 23:42:00,False positive
1251,1251,MEDIUM,RESOLVED,117,2023-03-27 13:56:00,2023-04-07 13:56:00,Additional KYC completed
1252,1252,CRITICAL,IN_PROGRESS,48,2024-04-05 19:51:00,,Customer documents verified
1253,1253,HIGH,CLOSED,28,2023-07-09 02:47:00,2023-07-18 02:47:00,Risk accepted
1254,1254,LOW,IN_PROGRESS,168,2024-07-01 00:00:00,,Risk accepted
1255,1255,MEDIUM,CLOSED,125,2024-04-16 22:25:00,2024-05-10 22:25:00,Escalated to compliance team
1256,1256,MEDIUM,RESOLVED,78,2024-09-25 19:23:00,2024-10-18 19:23:00,False positive
1257,1257,HIGH,OPEN,179,2023-05-09 04:00:00,,Customer documents verified
1258,1258,MEDIUM,RESOLVED,112,2025-05-29 00:13:00,2025-06-03 00:13:00,Additional KYC completed
1259,1259,HIGH,OPEN,38,2025-05-28 17:12:00,,Risk accepted
1260,1260,LOW,OPEN,180,2024-03-08 00:07:00,,Risk accepted
1261,1261,LOW,CLOSED,76,2024-05-11 15:01:00,2024-05-30 15:01:00,Account temporarily blocked
1262,1262,LOW,IN_PROGRESS,183,2025-04-29 12:03:00,,Risk accepted
1263,1263,MEDIUM,RESOLVED,75,2024-03-01 15:47:00,2024-03-25 15:47:00,False positive
1264,1264,MEDIUM,RESOLVED,174,2024-05-14 12:31:00,2024-06-07 12:31:00,Risk accepted
1265,1265,MEDIUM,RESOLVED,142,2023-08-26 22:03:00,2023-09-09 22:03:00,False positive
1266,1266,MEDIUM,CLOSED,166,2023-10-02 20:26:00,2023-10-06 20:26:00,Escalated to compliance team
1267,1267,LOW,OPEN,50,2024-04-04 22:27:00,,Risk accepted
1268,1268,CRITICAL,RESOLVED,87,2023-12-19 14:14:00,2024-01-07 14:14:00,Account temporarily blocked
1269,1269,LOW,RESOLVED,183,2025-05-23 22:42:00,2025-06-21 22:42:00,Risk accepted
1270,1270,MEDIUM,RESOLVED,42,2024-03-02 21:41:00,2024-03-28 21:41:00,Account temporarily blocked
1271,1271,MEDIUM,RESOLVED,45,2023-08-01 09:44:00,2023-08-23 09:44:00,Customer documents verified
1272,1272,MEDIUM,OPEN,127,2023-06-10 19:31:00,,Escalated to compliance team
1273,1273,LOW,OPEN,67,2023-08-29 06:35:00,,Escalated to compliance team
1274,1274,MEDIUM,CLOSED,17,2024-11-24 05:11:00,2024-12-23 05:11:00,Escalated to compliance team
1275,1275,MEDIUM,IN_PROGRESS,125,2024-03-16 03:39:00,,Escalated to compliance team
1276,1276,HIGH,OPEN,69,2023-12-15 11:49:00,,Customer documents verified
1277,1277,LOW,RESOLVED,13,2025-05-23 22:55:00,2025-06-14 22:55:00,Risk accepted
1278,1278,HIGH,RESOLVED,157,2025-03-29 14:53:00,2025-04-02 14:53:00,False positive
1279,1279,MEDIUM,RESOLVED,53,2025-04-23 17:02:00,2025-04-29 17:02:00,Escalated to compliance team
1280,1280,MEDIUM,RESOLVED,188,2023-06-10 23:18:00,2023-07-05 23:18:00,False positive
1281,1281,LOW,IN_PROGRESS,52,2023-06-07 20:23:00,,Risk accepted
1282,1282,LOW,CLOSED,130,2024-03-01 00:15:00,2024-03-17 00:15:00,Customer documents verified
1283,1283,LOW,RESOLVED,171,2023-03-29 08:23:00,2023-04-12 08:23:00,Customer documents verified
1284,1284,HIGH,RESOLVED,106,2023-06-05 16:26:00,2023-06-10 16:26:00,Risk accepted
1285,1285,MEDIUM,RESOLVED,198,2024-04-14 16:50:00,2024-04-15 16:50:00,False positive
1286,1286,LOW,OPEN,198,2025-01-04 16:04:00,,Customer documents verified
1287,1287,CRITICAL,RESOLVED,39,2024-03-20 01:25:00,2024-04-11 01:25:00,Account temporarily blocked
1288,1288,MEDIUM,RESOLVED,76,2023-03-01 20:45:00,2023-03-30 20:45:00,Risk accepted
1289,1289,HIGH,RESOLVED,81,2024-02-16 21:44:00,2024-02-26 21:44:00,Escalated to compliance team
1290,1290,LOW,RESOLVED,104,2023-01-09 08:57:00,2023-02-08 08:57:00,Risk accepted
1291,1291,MEDIUM,RESOLVED,114,2024-10-21 06:56:00,2024-11-16 06:56:00,Additional KYC completed
1292,1292,LOW,RESOLVED,10,2023-12-20 20:25:00,2024-01-18 20:25:00,Account temporarily blocked
1293,1293,LOW,RESOLVED,139,2023-12-09 12:46:00,2024-01-07 12:46:00,Escalated to compliance team
1294,1294,LOW,RESOLVED,163,2023-08-07 02:32:00,2023-08-24 02:32:00,Customer documents verified
1295,1295,LOW,RESOLVED,199,2023-01-24 00:56:00,2023-02-12 00:56:00,Escalated to compliance team
1296,1296,LOW,OPEN,96,2025-01-13 13:32:00,,Escalated to compliance team
1297,1297,HIGH,OPEN,32,2024-10-04 16:22:00,,Risk accepted
1298,1298,LOW,OPEN,61,2023-11-02 18:47:00,,Additional KYC completed
1299,1299,MEDIUM,CLOSED,153,2024-08-18 18:45:00,2024-09-08 18:45:00,Customer documents verified
1300,1300,HIGH,RESOLVED,173,2023-12-25 09:18:00,2024-01-21 09:18:00,Customer documents verified
1301,1301,LOW,RESOLVED,150,2025-01-01 12:33:00,2025-01-05 12:33:00,Customer documents verified
1302,1302,HIGH,OPEN,106,2025-04-22 11:29:00,,False positive
1303,1303,LOW,CLOSED,20,2023-04-05 01:27:00,2023-04-21 01:27:00,Escalated to compliance team
1304,1304,HIGH,RESOLVED,68,2024-11-24 16:25:00,2024-12-11 16:25:00,Account temporarily blocked
1305,1305,CRITICAL,CLOSED,126,2024-05-25 20:27:00,2024-06-17 20:27:00,Additional KYC completed
1306,1306,HIGH,RESOLVED,34,2024-03-02 05:09:00,2024-03-18 05:09:00,Additional KYC completed
1307,1307,MEDIUM,RESOLVED,192,2024-06-09 16:07:00,2024-06-24 16:07:00,Customer documents verified
1308,1308,HIGH,CLOSED,29,2024-07-26 11:58:00,2024-08-15 11:58:00,False positive
1309,1309,LOW,OPEN,96,2024-01-14 18:18:00,,Escalated to compliance team
1310,1310,LOW,RESOLVED,151,2024-01-19 09:18:00,2024-02-14 09:18:00,Risk accepted
1311,1311,LOW,IN_PROGRESS,190,2023-02-19 09:56:00,,Risk accepted
1312,1312,HIGH,IN_PROGRESS,107,2023-01-03 03:35:00,,Risk accepted
1313,1313,HIGH,RESOLVED,122,2024-08-09 09:36:00,2024-08-20 09:36:00,Additional KYC completed
1314,1314,MEDIUM,RESOLVED,195,2025-05-03 19:08:00,2025-05-20 19:08:00,Risk accepted
1315,1315,LOW,CLOSED,160,2024-11-14 14:09:00,2024-11-25 14:09:00,Additional KYC completed
1316,1316,LOW,IN_PROGRESS,139,2024-09-30 13:24:00,,False positive
1317,1317,LOW,IN_PROGRESS,43,2024-11-17 14:47:00,,Additional KYC completed
1318,1318,LOW,RESOLVED,166,2023-01-26 18:40:00,2023-02-18 18:40:00,False positive
1319,1319,MEDIUM,OPEN,148,2024-10-21 17:05:00,,False positive
1320,1320,HIGH,RESOLVED,31,2024-08-06 16:12:00,2024-08-23 16:12:00,Additional KYC completed
1321,1321,LOW,IN_PROGRESS,181,2024-06-28 05:01:00,,Account temporarily blocked
1322,1322,MEDIUM,RESOLVED,12,2024-03-30 02:51:00,2024-04-10 02:51:00,Risk accepted
1323,1323,LOW,RESOLVED,136,2025-06-01 00:21:00,2025-06-15 00:21:00,Escalated to compliance team
1324,1324,LOW,OPEN,44,2024-01-27 08:05:00,,Escalated to compliance team
1325,1325,LOW,RESOLVED,105,2023-05-28 05:16:00,2023-06-02 05:16:00,Additional KYC completed
1326,1326,LOW,CLOSED,15,2023-06-23 01:39:00,2023-06-29 01:39:00,Escalated to compliance team
1327,1327,HIGH,OPEN,67,2024-02-04 03:20:00,,Risk accepted
1328,1328,HIGH,IN_PROGRESS,151,2025-04-27 03:03:00,,Customer documents verified
1329,1329,LOW,RESOLVED,82,2024-05-19 16:48:00,2024-05-23 16:48:00,Risk accepted
1330,1330,MEDIUM,RESOLVED,5,2024-07-20 13:04:00,2024-08-03 13:04:00,Escalated to compliance team
1331,1331,HIGH,OPEN,167,2024-07-21 18:43:00,,Customer documents verified
1332,1332,MEDIUM,RESOLVED,53,2023-11-08 18:26:00,2023-12-06 18:26:00,Customer documents verified
1333,1333,CRITICAL,RESOLVED,143,2024-01-18 17:10:00,2024-02-05 17:10:00,Risk accepted
1334,1334,MEDIUM,RESOLVED,168,2023-02-12 00:52:00,2023-03-11 00:52:00,Customer documents verified
1335,1335,MEDIUM,CLOSED,175,2023-01-01 01:59:00,2023-01-10 01:59:00,Risk accepted
1336,1336,LOW,RESOLVED,42,2023-12-26 20:13:00,2024-01-12 20:13:00,Additional KYC completed
1337,1337,LOW,IN_PROGRESS,32,2024-06-30 18:04:00,,Customer documents verified
1338,1338,MEDIUM,CLOSED,82,2025-01-12 17:17:00,2025-01-19 17:17:00,Additional KYC completed
1339,1339,MEDIUM,CLOSED,63,2023-12-17 20:16:00,2024-01-09 20:16:00,Additional KYC completed
1340,1340,LOW,RESOLVED,178,2023-11-26 10:13:00,2023-12-16 10:13:00,Customer documents verified
1341,1341,LOW,RESOLVED,45,2024-10-23 00:38:00,2024-11-21 00:38:00,Risk accepted
1342,1342,MEDIUM,RESOLVED,167,2024-07-23 22:45:00,2024-08-05 22:45:00,Additional KYC completed
1343,1343,MEDIUM,CLOSED,173,2023-03-21 17:01:00,2023-04-17 17:01:00,False positive
1344,1344,LOW,RESOLVED,197,2023-12-28 12:52:00,2024-01-10 12:52:00,Additional KYC completed
1345,1345,LOW,IN_PROGRESS,3,2023-01-09 03:29:00,,Customer documents verified
1346,1346,CRITICAL,IN_PROGRESS,92,2025-01-30 00:48:00,,Customer documents verified
1347,1347,HIGH,IN_PROGRESS,60,2023-04-03 19:40:00,,Risk accepted
1348,1348,HIGH,RESOLVED,54,2024-01-07 01:17:00,2024-01-30 01:17:00,False positive
1349,1349,LOW,OPEN,129,2023-07-20 20:25:00,,Risk accepted
1350,1350,MEDIUM,RESOLVED,155,2023-06-24 17:12:00,2023-07-13 17:12:00,Account temporarily blocked
1351,1351,LOW,OPEN,67,2023-06-29 02:37:00,,Account temporarily blocked
1352,1352,LOW,RESOLVED,174,2025-05-26 07:56:00,2025-06-21 07:56:00,False positive
1353,1353,MEDIUM,RESOLVED,117,2024-12-10 21:34:00,2025-01-01 21:34:00,False positive
1354,1354,HIGH,CLOSED,83,2024-03-13 20:43:00,2024-03-15 20:43:00,Risk accepted
1355,1355,MEDIUM,OPEN,127,2025-05-14 13:17:00,,Escalated to compliance team
1356,1356,LOW,RESOLVED,108,2024-06-13 01:56:00,2024-06-15 01:56:00,Account temporarily blocked
1357,1357,LOW,IN_PROGRESS,147,2024-04-04 10:00:00,,False positive
1358,1358,CRITICAL,RESOLVED,51,2025-01-25 07:44:00,2025-01-28 07:44:00,Customer documents verified
1359,1359,LOW,RESOLVED,111,2023-12-04 09:04:00,2023-12-08 09:04:00,False positive
1360,1360,LOW,IN_PROGRESS,28,2024-08-29 20:59:00,,Risk accepted
1361,1361,LOW,OPEN,61,2023-09-02 10:53:00,,False positive
1362,1362,MEDIUM,RESOLVED,149,2025-03-05 19:39:00,2025-03-09 19:39:00,False positive
1363,1363,LOW,OPEN,178,2023-03-29 01:58:00,,False positive
1364,1364,LOW,CLOSED,157,2025-03-12 04:03:00,2025-03-27 04:03:00,Additional KYC completed
1365,1365,LOW,RESOLVED,98,2024-03-18 02:06:00,2024-04-05 02:06:00,Risk accepted
1366,1366,MEDIUM,RESOLVED,169,2023-04-09 19:48:00,2023-05-07 19:48:00,Account temporarily blocked
1367,1367,HIGH,RESOLVED,159,2023-01-11 14:24:00,2023-01-25 14:24:00,False positive
1368,1368,MEDIUM,RESOLVED,151,2023-12-14 20:43:00,2023-12-29 20:43:00,Customer documents verified
1369,1369,MEDIUM,RESOLVED,50,2023-04-21 03:00:00,2023-04-24 03:00:00,Account temporarily blocked
1370,1370,MEDIUM,IN_PROGRESS,186,2023-05-10 20:32:00,,Account temporarily blocked
1371,1371,LOW,OPEN,33,2024-03-31 05:15:00,,Escalated to compliance team
1372,1372,LOW,CLOSED,150,2024-08-21 13:32:00,2024-09-15 13:32:00,Account temporarily blocked
1373,1373,LOW,RESOLVED,95,2025-03-05 04:09:00,2025-03-25 04:09:00,False positive
1374,1374,LOW,RESOLVED,144,2024-06-14 18:42:00,2024-06-16 18:42:00,False positive
1375,1375,CRITICAL,CLOSED,18,2024-03-08 11:12:00,2024-03-29 11:12:00,Escalated to compliance team
1376,1376,MEDIUM,RESOLVED,85,2023-07-13 21:30:00,2023-07-28 21:30:00,Account temporarily blocked
1377,1377,LOW,IN_PROGRESS,27,2024-08-02 10:39:00,,Risk accepted
1378,1378,LOW,IN_PROGRESS,58,2025-06-16 01:31:00,,Additional KYC completed
1379,1379,MEDIUM,IN_PROGRESS,197,2023-08-24 14:39:00,,Escalated to compliance team
1380,1380,LOW,IN_PROGRESS,2,2025-04-06 23:24:00,,Escalated to compliance team
1381,1381,LOW,OPEN,75,2023-01-11 02:22:00,,Risk accepted
1382,1382,LOW,CLOSED,8,2023-07-19 20:37:00,2023-07-31 20:37:00,Customer documents verified
1383,1383,LOW,IN_PROGRESS,45,2023-07-22 09:11:00,,Escalated to compliance team
1384,1384,LOW,OPEN,68,2025-05-17 17:15:00,,False positive
1385,1385,HIGH,IN_PROGRESS,29,2023-01-22 21:08:00,,Escalated to compliance team
1386,1386,HIGH,IN_PROGRESS,170,2023-08-04 09:29:00,,Customer documents verified
1387,1387,LOW,RESOLVED,37,2024-06-23 19:56:00,2024-07-16 19:56:00,Customer documents verified
1388,1388,LOW,RESOLVED,154,2025-03-24 06:12:00,2025-04-16 06:12:00,Risk accepted
1389,1389,MEDIUM,OPEN,49,2024-10-13 07:58:00,,Account temporarily blocked
1390,1390,MEDIUM,IN_PROGRESS,72,2023-10-29 04:20:00,,Customer documents verified
1391,1391,HIGH,CLOSED,121,2025-05-21 16:37:00,2025-05-28 16:37:00,Additional KYC completed
1392,1392,HIGH,RESOLVED,193,2024-09-21 02:10:00,2024-10-16 02:10:00,Account temporarily blocked
1393,1393,HIGH,RESOLVED,135,2024-01-19 15:33:00,2024-01-30 15:33:00,Additional KYC completed
1394,1394,MEDIUM,RESOLVED,150,2024-05-09 22:31:00,2024-05-28 22:31:00,Additional KYC completed
1395,1395,HIGH,CLOSED,102,2023-02-07 06:14:00,2023-02-22 06:14:00,Customer documents verified
1396,1396,LOW,IN_PROGRESS,96,2023-11-10 13:56:00,,Escalated to compliance team
1397,1397,MEDIUM,RESOLVED,91,2024-07-17 02:08:00,2024-07-27 02:08:00,Customer documents verified
1398,1398,MEDIUM,RESOLVED,120,2024-08-20 01:29:00,2024-08-31 01:29:00,Risk accepted
1399,1399,LOW,RESOLVED,46,2024-02-23 11:51:00,2024-03-03 11:51:00,Risk accepted
1400,1400,CRITICAL,OPEN,76,2023-08-28 08:41:00,,Account temporarily blocked
1401,1401,LOW,OPEN,59,2024-06-09 17:41:00,,False positive
1402,1402,LOW,OPEN,51,2023-05-02 02:23:00,,Additional KYC completed
1403,1403,MEDIUM,RESOLVED,71,2023-12-04 08:19:00,2023-12-29 08:19:00,Customer documents verified
1404,1404,HIGH,CLOSED,140,2024-12-23 19:08:00,2025-01-17 19:08:00,Escalated to compliance team
1405,1405,CRITICAL,CLOSED,104,2023-01-09 09:18:00,2023-02-04 09:18:00,Account temporarily blocked
1406,1406,CRITICAL,RESOLVED,39,2025-02-14 20:00:00,2025-03-03 20:00:00,Risk accepted
1407,1407,LOW,RESOLVED,151,2023-08-22 07:46:00,2023-09-07 07:46:00,Account temporarily blocked
1408,1408,HIGH,CLOSED,81,2025-02-14 14:46:00,2025-02-25 14:46:00,Customer documents verified
1409,1409,MEDIUM,IN_PROGRESS,143,2024-03-15 22:26:00,,False positive
1410,1410,CRITICAL,CLOSED,3,2024-01-19 04:36:00,2024-01-29 04:36:00,Risk accepted
1411,1411,LOW,IN_PROGRESS,109,2025-04-09 21:53:00,,Additional KYC completed
1412,1412,LOW,RESOLVED,151,2025-02-09 12:48:00,2025-02-27 12:48:00,False positive
1413,1413,CRITICAL,OPEN,85,2024-08-04 01:59:00,,Account temporarily blocked
1414,1414,LOW,RESOLVED,98,2024-10-06 19:58:00,2024-11-03 19:58:00,Customer documents verified
1415,1415,MEDIUM,IN_PROGRESS,85,2024-02-05 02:34:00,,Account temporarily blocked
1416,1416,LOW,IN_PROGRESS,173,2024-04-07 20:57:00,,Account temporarily blocked
1417,1417,LOW,RESOLVED,51,2023-07-01 01:52:00,2023-07-17 01:52:00,False positive
1418,1418,MEDIUM,IN_PROGRESS,18,2024-01-31 09:13:00,,Risk accepted
1419,1419,LOW,OPEN,106,2023-02-28 11:33:00,,Risk accepted
1420,1420,HIGH,RESOLVED,100,2023-06-10 03:08:00,2023-06-26 03:08:00,Customer documents verified
1421,1421,MEDIUM,RESOLVED,41,2023-05-14 06:19:00,2023-06-06 06:19:00,Account temporarily blocked
1422,1422,HIGH,IN_PROGRESS,118,2024-08-11 09:37:00,,Escalated to compliance team
1423,1423,LOW,RESOLVED,64,2023-07-26 00:09:00,2023-08-22 00:09:00,Account temporarily blocked
1424,1424,MEDIUM,RESOLVED,189,2023-12-03 18:56:00,2023-12-18 18:56:00,False positive
1425,1425,HIGH,CLOSED,183,2023-10-22 20:56:00,2023-11-03 20:56:00,Escalated to compliance team
1426,1426,MEDIUM,CLOSED,46,2024-02-05 19:52:00,2024-02-11 19:52:00,Account temporarily blocked
1427,1427,MEDIUM,IN_PROGRESS,179,2025-01-20 13:29:00,,Account temporarily blocked
1428,1428,HIGH,CLOSED,41,2023-04-08 12:44:00,2023-04-16 12:44:00,Escalated to compliance team
1429,1429,MEDIUM,RESOLVED,185,2024-10-05 17:18:00,2024-10-08 17:18:00,Customer documents verified
1430,1430,LOW,RESOLVED,27,2024-05-20 13:48:00,2024-06-01 13:48:00,Account temporarily blocked
1431,1431,LOW,RESOLVED,12,2025-02-23 10:26:00,2025-03-04 10:26:00,Risk accepted
1432,1432,MEDIUM,RESOLVED,88,2023-01-28 02:40:00,2023-02-21 02:40:00,Additional KYC completed
1433,1433,LOW,OPEN,182,2024-02-13 06:25:00,,Customer documents verified
1434,1434,LOW,RESOLVED,141,2023-12-01 21:47:00,2023-12-16 21:47:00,Additional KYC completed
1435,1435,HIGH,OPEN,42,2023-09-06 22:28:00,,Customer documents verified
1436,1436,LOW,OPEN,137,2025-05-08 00:38:00,,Additional KYC completed
1437,1437,MEDIUM,RESOLVED,40,2024-02-05 05:04:00,2024-02-06 05:04:00,Risk accepted
1438,1438,MEDIUM,RESOLVED,56,2024-01-02 05:13:00,2024-01-31 05:13:00,Risk accepted
1439,1439,MEDIUM,RESOLVED,184,2024-12-14 01:53:00,2024-12-31 01:53:00,Additional KYC completed
1440,1440,LOW,IN_PROGRESS,2,2023-04-16 12:44:00,,False positive
1441,1441,LOW,IN_PROGRESS,62,2025-03-01 12:49:00,,Customer documents verified
1442,1442,LOW,OPEN,50,2023-04-04 00:26:00,,Additional KYC completed
1443,1443,HIGH,CLOSED,171,2024-11-16 02:14:00,2024-11-20 02:14:00,Customer documents verified
1444,1444,HIGH,RESOLVED,83,2025-01-11 05:02:00,2025-01-15 05:02:00,Account temporarily blocked
1445,1445,MEDIUM,IN_PROGRESS,110,2024-10-03 06:39:00,,False positive
1446,1446,LOW,IN_PROGRESS,103,2023-08-26 06:06:00,,Additional KYC completed
1447,1447,LOW,IN_PROGRESS,169,2023-11-20 00:24:00,,Escalated to compliance team
1448,1448,HIGH,OPEN,106,2024-10-27 19:23:00,,Escalated to compliance team
1449,1449,HIGH,CLOSED,146,2025-02-24 19:31:00,2025-02-28 19:31:00,Customer documents verified
1450,1450,MEDIUM,IN_PROGRESS,100,2023-09-15 03:38:00,,Additional KYC completed
1451,1451,MEDIUM,IN_PROGRESS,177,2025-02-28 22:08:00,,Escalated to compliance team
1452,1452,LOW,OPEN,150,2025-05-21 21:30:00,,Risk accepted
1453,1453,MEDIUM,RESOLVED,4,2024-01-27 16:40:00,2024-02-13 16:40:00,Customer documents verified
1454,1454,LOW,CLOSED,110,2023-01-22 19:48:00,2023-02-01 19:48:00,Customer documents verified
1455,1455,MEDIUM,OPEN,52,2024-09-26 02:03:00,,Customer documents verified
1456,1456,CRITICAL,OPEN,154,2024-01-20 06:41:00,,Risk accepted
1457,1457,MEDIUM,IN_PROGRESS,195,2025-01-26 10:08:00,,False positive
1458,1458,LOW,CLOSED,188,2024-06-17 13:41:00,2024-07-12 13:41:00,Escalated to compliance team
1459,1459,CRITICAL,RESOLVED,64,2023-12-17 07:13:00,2024-01-16 07:13:00,Additional KYC completed
1460,1460,MEDIUM,RESOLVED,47,2024-12-13 23:14:00,2024-12-26 23:14:00,Risk accepted
1461,1461,CRITICAL,CLOSED,14,2024-10-06 00:04:00,2024-10-09 00:04:00,Additional KYC completed
1462,1462,MEDIUM,OPEN,53,2023-05-25 06:08:00,,Customer documents verified
