investment_id,user_id,fund_id,investment_type,sip_amount,lumpsum_amount,units,purchase_nav,current_nav,current_value,returns_percent,status,created_at
3183,7613,143,SIP,500.0,,157.0772,171.89,147.55,23176.74,-14.16,CLOSED,2025-06-24 00:00:00
3184,4106,239,STP,,,688.3995,71.29,87.85,60475.9,23.23,ACTIVE,2025-03-25 00:00:00
3185,5226,209,SIP,1500.0,,218.668,240.09,323.88,70822.19,34.9,PAUSED,2025-04-28 00:00:00
3186,342,140,LUMPSUM,,50000.0,332.5795,150.34,186.71,62095.92,24.19,CLOSED,2024-05-08 00:00:00
3187,9281,164,SIP,1500.0,,754.2995,99.43,88.69,66898.82,-10.8,CLOSED,2025-01-17 00:00:00
3188,243,97,SIP,500.0,,126.9991,106.3,111.85,14204.85,5.22,CLOSED,2023-04-24 00:00:00
3189,4479,96,SIP,500.0,,579.7101,34.5,34.19,19820.29,-0.9,ACTIVE,2024-04-28 00:00:00
3190,3649,108,SIP,500.0,,87.9972,85.23,114.15,10044.88,33.93,PAUSED,2022-10-14 00:00:00
3191,3604,163,SIP,1500.0,,1260.2965,60.7,74.89,94383.6,23.38,COMPLETED,2025-06-11 00:00:00
3192,6518,76,SIP,2000.0,,233.6686,196.86,216.42,50570.56,9.94,ACTIVE,2023-10-24 00:00:00
3193,8709,73,SIP,1000.0,,121.161,189.83,254.48,30833.05,34.06,PAUSED,2023-03-12 00:00:00
3194,8394,2,LUMPSUM,,100000.0,2958.5799,33.8,41.43,122573.97,22.57,ACTIVE,2023-09-23 00:00:00
3195,5424,88,SIP,10000.0,,4235.3374,108.61,93.93,397825.24,-13.52,PAUSED,2023-11-24 00:00:00
3196,7513,73,LUMPSUM,,25000.0,237.462,105.28,136.91,32510.92,30.04,CLOSED,2025-02-27 00:00:00
3197,245,42,SIP,1500.0,,742.2068,121.26,114.41,84915.88,-5.65,COMPLETED,2023-03-13 00:00:00
3198,2366,159,LUMPSUM,,100000.0,1006.7452,99.33,134.94,135850.2,35.85,PAUSED,2022-06-19 00:00:00
3199,8812,236,LUMPSUM,,200000.0,2932.9814,68.19,65.99,193547.44,-3.23,CLOSED,2022-10-14 00:00:00
3200,6428,48,STP,,,220.1422,177.19,205.55,45250.23,16.01,ACTIVE,2022-11-20 00:00:00
3201,7953,76,SWP,,,75.1762,156.06,202.49,15222.43,29.75,ACTIVE,2023-09-11 00:00:00
3202,6673,119,SIP,10000.0,,9724.1867,56.56,49.29,479305.16,-12.85,COMPLETED,2023-05-09 00:00:00
3203,6654,98,SIP,2000.0,,341.4387,216.73,281.86,96237.91,30.05,COMPLETED,2023-03-30 00:00:00
3204,5816,193,SIP,1000.0,,506.2126,43.46,40.78,20643.35,-6.17,ACTIVE,2024-10-21 00:00:00
3205,4950,137,LUMPSUM,,100000.0,5959.4756,16.78,14.95,89094.16,-10.91,ACTIVE,2024-05-06 00:00:00
3206,9586,13,SIP,1000.0,,307.0439,166.1,153.97,47275.55,-7.3,CLOSED,2023-04-08 00:00:00
3207,9900,125,SIP,500.0,,742.8941,15.48,18.39,13661.82,18.8,PAUSED,2025-12-22 00:00:00
3208,7050,26,SIP,1000.0,,267.8571,212.8,218.32,58478.56,2.59,PAUSED,2025-10-18 00:00:00
3209,8065,17,SIP,1500.0,,183.3554,98.17,113.86,20876.85,15.98,COMPLETED,2024-07-09 00:00:00
3210,3718,1,SIP,10000.0,,2607.6979,95.87,122.93,320564.3,28.23,COMPLETED,2022-10-07 00:00:00
3211,1358,247,SIP,5000.0,,1837.7946,125.15,168.91,310421.89,34.97,PAUSED,2022-06-04 00:00:00
3212,5432,97,SIP,5000.0,,725.7772,82.67,78.29,56821.1,-5.3,PAUSED,2022-08-31 00:00:00
3213,5780,51,SIP,5000.0,,1176.8808,229.42,310.18,365044.89,35.2,CLOSED,2024-07-13 00:00:00
3214,7011,249,SIP,2000.0,,1138.04,94.9,95.54,108728.34,0.67,CLOSED,2024-08-22 00:00:00
3215,1097,33,SIP,3000.0,,3192.0958,52.63,44.84,143133.58,-14.8,PAUSED,2025-08-20 00:00:00
3216,7812,141,SIP,5000.0,,2312.6735,32.43,39.98,92460.69,23.28,COMPLETED,2022-11-16 00:00:00
3217,4029,18,SIP,2000.0,,627.7464,127.44,143.79,90263.65,12.83,CLOSED,2022-02-19 00:00:00
3218,7829,162,SIP,1500.0,,1132.775,72.83,64.87,73483.11,-10.93,ACTIVE,2024-09-22 00:00:00
3219,8834,92,SIP,500.0,,118.6023,219.22,225.17,26705.68,2.71,PAUSED,2024-11-24 00:00:00
3220,8399,95,SIP,2000.0,,1210.7236,34.69,33.71,40813.49,-2.83,PAUSED,2025-05-26 00:00:00
3221,3155,6,SIP,5000.0,,1861.0422,72.54,94.16,175235.73,29.8,COMPLETED,2025-03-12 00:00:00
3222,3987,180,SIP,1000.0,,1027.7492,48.65,51.69,53124.36,6.25,CLOSED,2025-09-11 00:00:00
3223,6226,157,SIP,2000.0,,291.03,192.42,215.75,62789.72,12.12,CLOSED,2022-07-31 00:00:00
3224,9073,52,LUMPSUM,,200000.0,1785.8737,111.99,127.9,228413.25,14.21,COMPLETED,2023-11-30 00:00:00
3225,8582,36,SIP,500.0,,32.82,198.05,237.74,7802.63,20.04,PAUSED,2024-03-05 00:00:00
3226,2682,180,SIP,1500.0,,669.6429,58.24,62.15,41618.31,6.71,ACTIVE,2024-01-26 00:00:00
3227,2368,125,SIP,1500.0,,453.8324,89.24,89.89,40794.99,0.73,PAUSED,2024-09-28 00:00:00
3228,6427,81,STP,,,349.2951,105.69,114.31,39927.92,8.16,CLOSED,2023-06-17 00:00:00
3229,8378,76,SIP,1000.0,,893.8547,53.7,69.19,61845.81,28.85,PAUSED,2023-08-13 00:00:00
3230,1972,6,SIP,5000.0,,4004.215,47.45,38.13,152680.72,-19.64,COMPLETED,2025-03-30 00:00:00
3231,9298,108,SIP,3000.0,,270.0733,233.27,306.81,82861.19,31.53,ACTIVE,2025-10-08 00:00:00
3232,6910,197,SIP,2000.0,,208.3145,220.82,270.85,56421.98,22.66,COMPLETED,2025-05-08 00:00:00
3233,5236,180,SIP,2000.0,,722.2113,152.31,141.54,102221.79,-7.07,COMPLETED,2023-07-06 00:00:00
3234,1196,34,SIP,1500.0,,445.9735,117.72,149.45,66650.74,26.95,COMPLETED,2022-01-09 00:00:00
3235,2415,202,SIP,2000.0,,907.2499,123.45,171.64,155720.37,39.04,ACTIVE,2025-12-03 00:00:00
3236,4701,234,SIP,2000.0,,216.3215,184.91,199.37,43128.02,7.82,ACTIVE,2024-02-05 00:00:00
3237,8516,75,SIP,500.0,,215.7102,122.85,113.29,24437.81,-7.78,COMPLETED,2025-06-05 00:00:00
3238,1534,75,SIP,5000.0,,493.862,212.61,290.48,143457.03,36.63,COMPLETED,2023-05-13 00:00:00
3239,7287,166,LUMPSUM,,50000.0,280.9778,177.95,241.28,67794.32,35.59,PAUSED,2025-12-01 00:00:00
3240,5189,17,LUMPSUM,,200000.0,1541.5446,129.74,163.42,251919.22,25.96,ACTIVE,2024-06-30 00:00:00
3241,6479,51,SIP,1000.0,,260.6278,172.66,226.05,58914.91,30.92,COMPLETED,2024-05-23 00:00:00
3242,72,29,SIP,1000.0,,58.4086,222.57,288.29,16838.62,29.53,PAUSED,2022-04-11 00:00:00
3243,8248,236,SIP,2000.0,,444.4015,207.02,261.66,116282.1,26.39,COMPLETED,2023-02-21 00:00:00
3244,3482,109,LUMPSUM,,200000.0,9808.7298,20.39,25.98,254830.8,27.42,CLOSED,2022-12-07 00:00:00
3245,8172,186,LUMPSUM,,25000.0,139.7663,178.87,184.01,25718.4,2.87,PAUSED,2023-11-19 00:00:00
3246,9939,235,SIP,2000.0,,117.6311,221.03,256.31,30150.03,15.96,PAUSED,2025-02-25 00:00:00
3247,6870,72,SIP,10000.0,,7714.9155,27.22,35.94,277274.06,32.04,PAUSED,2023-06-20 00:00:00
3248,1534,233,SIP,1000.0,,116.5728,102.94,133.3,15539.15,29.49,ACTIVE,2022-06-08 00:00:00
3249,5437,75,SIP,2000.0,,1186.6347,96.07,128.71,152731.75,33.98,ACTIVE,2025-11-16 00:00:00
3250,8862,225,SIP,3000.0,,960.3585,187.43,214.84,206323.42,14.62,PAUSED,2022-03-15 00:00:00
3251,4183,164,SIP,1500.0,,1732.337,29.44,27.83,48210.94,-5.47,CLOSED,2024-04-10 00:00:00
3252,8339,88,SIP,1000.0,,246.5624,210.9,192.88,47556.96,-8.54,ACTIVE,2025-09-02 00:00:00
3253,4497,132,SIP,2000.0,,1000.9099,87.92,87.2,87279.34,-0.82,COMPLETED,2022-04-13 00:00:00
3254,690,160,SIP,500.0,,69.0518,231.71,257.15,17756.67,10.98,PAUSED,2024-02-21 00:00:00
3255,7330,29,SIP,10000.0,,1405.6557,120.94,115.78,162746.82,-4.27,ACTIVE,2025-05-30 00:00:00
3256,2536,228,SIP,5000.0,,5748.5948,39.14,52.39,301168.88,33.85,COMPLETED,2025-11-22 00:00:00
3257,7926,180,SIP,500.0,,449.1018,40.08,44.47,19971.56,10.95,CLOSED,2024-05-18 00:00:00
3258,1849,22,SIP,2000.0,,324.9701,209.25,215.78,70122.05,3.12,COMPLETED,2025-04-01 00:00:00
3259,3264,41,SIP,2000.0,,118.505,219.4,270.22,32022.42,23.16,COMPLETED,2023-11-13 00:00:00
3260,6143,49,SIP,5000.0,,1376.2439,141.69,163.35,224809.44,15.29,CLOSED,2023-11-02 00:00:00
3261,2457,140,SIP,1500.0,,307.9308,238.69,332.36,102343.88,39.24,COMPLETED,2025-09-05 00:00:00
3262,4626,41,SIP,5000.0,,5787.5155,48.38,52.29,302629.19,8.08,PAUSED,2024-09-14 00:00:00
3263,9168,12,SIP,1500.0,,412.6402,141.77,136.19,56197.47,-3.94,CLOSED,2024-05-26 00:00:00
3264,9909,223,SIP,10000.0,,951.8629,220.62,203.29,193504.21,-7.86,PAUSED,2024-11-21 00:00:00
3265,3351,41,STP,,,284.6901,123.58,134.38,38256.66,8.74,COMPLETED,2024-05-30 00:00:00
3266,4179,82,SIP,1500.0,,160.5136,205.59,252.07,40460.66,22.61,COMPLETED,2023-10-18 00:00:00
3267,8485,95,STP,,,89.2987,115.22,159.12,14209.21,38.1,CLOSED,2025-01-19 00:00:00
3268,3121,241,STP,,,290.7296,140.77,160.28,46598.14,13.86,ACTIVE,2022-09-14 00:00:00
3269,7483,196,LUMPSUM,,50000.0,209.8372,238.28,304.05,63801.0,27.6,CLOSED,2024-08-18 00:00:00
3270,1900,31,LUMPSUM,,100000.0,2085.5057,47.95,42.05,87695.51,-12.3,CLOSED,2024-09-11 00:00:00
3271,3251,1,LUMPSUM,,25000.0,1467.9977,17.03,22.9,33617.15,34.47,ACTIVE,2022-10-27 00:00:00
3272,788,212,SIP,10000.0,,6833.996,80.48,73.73,503870.53,-8.39,CLOSED,2023-08-18 00:00:00
3273,3549,228,SIP,500.0,,288.7491,96.97,115.9,33466.02,19.52,CLOSED,2025-09-18 00:00:00
3274,7695,25,LUMPSUM,,200000.0,852.3333,234.65,283.16,241346.7,20.67,CLOSED,2025-04-08 00:00:00
3275,1775,97,SIP,3000.0,,947.8268,117.11,147.92,140202.54,26.31,CLOSED,2024-07-21 00:00:00
3276,4850,11,SIP,5000.0,,770.988,175.1,195.13,150442.89,11.44,PAUSED,2023-02-03 00:00:00
3277,4359,5,SIP,5000.0,,1482.7995,101.16,90.73,134534.4,-10.31,CLOSED,2022-10-11 00:00:00
3278,5973,51,LUMPSUM,,50000.0,208.3854,239.94,218.2,45469.69,-9.06,ACTIVE,2022-06-30 00:00:00
3279,4234,63,SWP,,,186.9828,180.3,193.86,36248.49,7.52,PAUSED,2025-11-20 00:00:00
3280,7836,172,SIP,500.0,,133.9309,194.13,194.27,26018.76,0.07,ACTIVE,2025-04-16 00:00:00
3281,1354,233,STP,,,542.52,23.73,28.98,15722.23,22.12,CLOSED,2022-05-22 00:00:00
3282,2481,108,SIP,3000.0,,6216.9312,22.68,23.61,146781.75,4.1,COMPLETED,2025-03-17 00:00:00
3283,4287,217,SIP,1500.0,,241.1576,155.5,204.97,49430.07,31.81,PAUSED,2023-03-28 00:00:00
3284,4736,130,SIP,1000.0,,504.1847,99.17,132.56,66834.72,33.67,ACTIVE,2023-01-18 00:00:00
3285,4648,147,SIP,3000.0,,2222.2222,36.45,34.67,77044.44,-4.88,CLOSED,2025-12-26 00:00:00
3286,6347,219,SIP,10000.0,,3500.4201,71.42,63.81,223361.81,-10.66,CLOSED,2022-07-07 00:00:00
3287,2273,210,SIP,2000.0,,416.9148,100.74,127.66,53223.34,26.72,CLOSED,2023-09-28 00:00:00
3288,8827,86,SIP,3000.0,,568.5575,226.89,316.08,179709.65,39.31,COMPLETED,2025-10-03 00:00:00
3289,4753,1,SIP,500.0,,152.5769,176.96,219.57,33501.31,24.08,ACTIVE,2022-10-17 00:00:00
3290,8948,101,SIP,500.0,,75.1532,86.49,107.92,8110.53,24.78,ACTIVE,2023-10-17 00:00:00
3291,9654,7,SIP,1500.0,,798.7616,80.75,104.52,83486.56,29.44,CLOSED,2022-08-23 00:00:00
3292,3325,187,SIP,5000.0,,755.9637,178.58,164.1,124053.64,-8.11,CLOSED,2023-10-18 00:00:00
3293,3557,98,SIP,10000.0,,569.6383,210.66,193.9,110452.87,-7.96,ACTIVE,2022-07-03 00:00:00
3294,932,185,SIP,500.0,,97.3394,138.69,160.48,15621.03,15.71,CLOSED,2022-05-16 00:00:00
3295,8537,30,LUMPSUM,,100000.0,463.8219,215.6,241.26,111901.67,11.9,COMPLETED,2022-04-02 00:00:00
3296,8630,165,SWP,,,408.4249,69.2,84.38,34462.89,21.94,PAUSED,2022-05-13 00:00:00
3297,8909,226,STP,,,69.1062,192.66,226.37,15643.57,17.5,COMPLETED,2025-06-27 00:00:00
3298,809,237,SIP,1000.0,,103.7598,163.84,172.08,17854.99,5.03,CLOSED,2023-05-12 00:00:00
3299,6454,44,SIP,5000.0,,4084.5747,20.81,26.5,108241.23,27.34,COMPLETED,2022-10-15 00:00:00
3300,7031,134,SIP,10000.0,,1258.781,246.27,309.47,389554.96,25.66,PAUSED,2024-07-28 00:00:00
3301,7504,217,SIP,1500.0,,111.2711,229.17,213.63,23770.85,-6.78,PAUSED,2022-03-16 00:00:00
3302,8987,243,SIP,10000.0,,2694.1363,189.3,152.39,410559.43,-19.5,CLOSED,2024-06-05 00:00:00
3303,3323,155,SIP,3000.0,,1694.7115,83.2,73.52,124595.19,-11.63,ACTIVE,2025-04-12 00:00:00
3304,5054,36,SIP,3000.0,,2496.4132,69.7,97.53,243475.18,39.93,ACTIVE,2023-12-31 00:00:00
3305,1702,104,LUMPSUM,,200000.0,1568.0125,127.55,168.37,264006.26,32.0,CLOSED,2024-11-08 00:00:00
3306,7844,102,LUMPSUM,,50000.0,294.6723,169.68,190.99,56279.46,12.56,CLOSED,2023-03-20 00:00:00
3307,3870,111,SIP,5000.0,,1689.0908,171.69,139.88,236270.02,-18.53,CLOSED,2025-09-02 00:00:00
3308,2646,118,STP,,,683.3935,55.4,49.6,33896.32,-10.47,CLOSED,2024-06-04 00:00:00
3309,7273,132,LUMPSUM,,25000.0,167.8754,148.92,180.59,30316.62,21.27,CLOSED,2024-07-05 00:00:00
3310,1403,244,SIP,10000.0,,5802.4962,91.34,83.33,483522.01,-8.77,ACTIVE,2025-05-18 00:00:00
3311,7599,75,SIP,1000.0,,87.8134,204.98,233.55,20508.82,13.94,PAUSED,2022-10-05 00:00:00
3312,5594,160,SIP,2000.0,,1968.8915,50.79,50.47,99369.95,-0.63,CLOSED,2024-10-12 00:00:00
3313,4856,7,SIP,1000.0,,257.2487,229.35,234.31,60275.94,2.16,ACTIVE,2024-12-25 00:00:00
3314,5196,8,STP,,,125.9054,230.84,315.03,39663.98,36.47,CLOSED,2022-09-13 00:00:00
3315,1792,229,STP,,,454.3038,106.07,115.59,52512.98,8.98,ACTIVE,2023-01-21 00:00:00
3316,2279,152,SWP,,,151.5014,217.8,287.59,43570.29,32.04,CLOSED,2022-07-10 00:00:00
3317,1316,166,SIP,1500.0,,573.9658,138.51,114.08,65478.02,-17.64,ACTIVE,2024-01-10 00:00:00
3318,72,184,SIP,1500.0,,440.051,78.4,95.84,42174.49,22.24,CLOSED,2024-12-06 00:00:00
3319,9195,214,LUMPSUM,,100000.0,605.0705,165.27,230.63,139547.41,39.55,COMPLETED,2025-07-06 00:00:00
3320,273,199,SIP,1000.0,,1092.0437,19.23,16.56,18084.24,-13.88,ACTIVE,2023-11-28 00:00:00
3321,1046,165,SIP,10000.0,,1357.9409,162.01,177.57,241129.57,9.6,ACTIVE,2025-03-16 00:00:00
3322,6579,170,SIP,1500.0,,778.9095,50.07,45.5,35440.38,-9.13,CLOSED,2023-01-23 00:00:00
3323,9908,54,LUMPSUM,,25000.0,237.3268,105.34,140.3,33296.95,33.19,CLOSED,2022-01-28 00:00:00
3324,3205,6,STP,,,171.065,205.91,261.77,44779.69,27.13,CLOSED,2025-08-26 00:00:00
3325,2276,67,LUMPSUM,,200000.0,1991.6351,100.42,108.63,216351.32,8.18,PAUSED,2025-07-24 00:00:00
3326,408,179,LUMPSUM,,200000.0,897.787,222.77,270.49,242842.41,21.42,PAUSED,2025-08-07 00:00:00
3327,4999,101,STP,,,152.5453,240.84,245.77,37491.06,2.05,CLOSED,2025-10-21 00:00:00
3328,4190,13,LUMPSUM,,200000.0,997.9542,200.41,203.84,203422.98,1.71,PAUSED,2023-09-15 00:00:00
3329,6106,57,SIP,5000.0,,6412.3644,30.41,31.28,200578.76,2.86,CLOSED,2025-01-29 00:00:00
3330,5799,238,LUMPSUM,,50000.0,291.4262,171.57,227.08,66177.06,32.35,COMPLETED,2024-11-03 00:00:00
3331,4861,144,LUMPSUM,,50000.0,293.3928,170.42,231.11,67806.01,35.61,CLOSED,2025-09-03 00:00:00
3332,2622,219,SIP,2000.0,,943.3962,65.72,91.17,86009.43,38.72,PAUSED,2024-11-26 00:00:00
3333,3938,40,SIP,5000.0,,1093.9323,205.68,222.89,243826.57,8.37,ACTIVE,2024-08-22 00:00:00
3334,8322,231,SIP,1000.0,,725.4677,52.38,69.68,50550.59,33.03,COMPLETED,2025-06-03 00:00:00
3335,4126,77,SIP,5000.0,,1419.9656,116.2,134.59,191113.17,15.83,ACTIVE,2025-01-01 00:00:00
3336,5834,7,LUMPSUM,,100000.0,1111.2346,89.99,75.21,83575.95,-16.42,COMPLETED,2022-03-07 00:00:00
3337,8717,69,SIP,1000.0,,219.0054,187.21,150.69,33001.92,-19.51,PAUSED,2023-02-08 00:00:00
3338,2822,235,SWP,,,82.853,156.82,143.91,11923.38,-8.23,CLOSED,2025-11-28 00:00:00
3339,7321,59,STP,,,374.0396,130.16,115.21,43093.1,-11.49,PAUSED,2023-10-07 00:00:00
3340,5659,171,SIP,5000.0,,4032.2581,16.12,18.33,73911.29,13.71,CLOSED,2022-05-10 00:00:00
3341,2257,86,SIP,1500.0,,734.5739,40.84,33.61,24689.03,-17.7,ACTIVE,2025-11-12 00:00:00
3342,4914,88,SIP,1000.0,,103.9674,240.46,205.96,21413.13,-14.35,COMPLETED,2023-12-05 00:00:00
3343,1061,36,STP,,,162.6119,155.21,196.04,31878.44,26.31,CLOSED,2023-04-04 00:00:00
3344,5417,49,SIP,5000.0,,566.4958,185.35,159.46,90333.42,-13.97,PAUSED,2023-05-05 00:00:00
3345,9439,8,SIP,10000.0,,7563.1802,54.21,55.01,416050.54,1.48,COMPLETED,2023-06-26 00:00:00
3346,9034,112,LUMPSUM,,200000.0,877.4239,227.94,292.6,256734.23,28.37,ACTIVE,2023-12-06 00:00:00
3347,838,135,SIP,1000.0,,395.1149,139.2,157.63,62281.96,13.24,PAUSED,2023-12-18 00:00:00
3348,4794,88,SWP,,,166.9299,75.99,95.29,15906.75,25.4,ACTIVE,2025-05-21 00:00:00
3349,9579,60,SIP,500.0,,122.0376,127.01,170.34,20787.88,34.12,PAUSED,2023-12-06 00:00:00
3350,5123,194,SIP,5000.0,,2466.4968,121.63,99.58,245613.75,-18.13,COMPLETED,2024-05-05 00:00:00
3351,7765,48,SIP,500.0,,177.4623,112.7,103.67,18397.52,-8.01,CLOSED,2023-05-28 00:00:00
3352,1565,216,SIP,500.0,,101.7856,171.93,223.21,22719.56,29.83,COMPLETED,2024-05-16 00:00:00
3353,6970,66,LUMPSUM,,50000.0,260.3895,192.02,156.93,40862.92,-18.27,ACTIVE,2023-06-12 00:00:00
3354,8375,250,LUMPSUM,,200000.0,1866.0198,107.18,86.65,161690.62,-19.15,ACTIVE,2025-06-26 00:00:00
3355,6946,147,SIP,3000.0,,384.6519,210.58,198.85,76488.03,-5.57,PAUSED,2025-06-20 00:00:00
3356,1209,112,LUMPSUM,,25000.0,283.9941,88.03,72.14,20487.33,-18.05,COMPLETED,2023-11-07 00:00:00
3357,2049,235,SIP,5000.0,,793.5808,113.41,106.21,84286.22,-6.35,COMPLETED,2022-12-21 00:00:00
3358,4595,201,SIP,10000.0,,1001.5023,139.79,158.47,158708.07,13.36,PAUSED,2023-09-24 00:00:00
3359,1482,169,SIP,1000.0,,949.3671,28.44,29.05,27579.11,2.14,PAUSED,2024-03-31 00:00:00
3360,6001,12,LUMPSUM,,50000.0,344.9465,144.95,184.27,63563.29,27.13,ACTIVE,2023-05-02 00:00:00
3361,4036,66,SIP,1500.0,,314.9485,195.27,207.95,65493.54,6.49,ACTIVE,2023-01-14 00:00:00
3362,1806,184,SIP,3000.0,,4056.0116,20.71,20.11,81566.39,-2.9,ACTIVE,2023-02-02 00:00:00
3363,8542,218,LUMPSUM,,100000.0,1361.4704,73.45,97.67,132974.81,32.97,COMPLETED,2024-02-02 00:00:00
3364,1386,227,SIP,5000.0,,1133.7344,216.1,259.04,293682.56,19.87,CLOSED,2024-09-17 00:00:00
3365,1945,174,SIP,1500.0,,3928.3805,18.71,16.62,65289.68,-11.17,CLOSED,2022-08-23 00:00:00
3366,9912,33,SIP,10000.0,,1662.5795,240.59,309.24,514136.08,28.53,COMPLETED,2023-03-14 00:00:00
3367,8344,29,LUMPSUM,,50000.0,284.0102,176.05,149.65,42502.13,-15.0,CLOSED,2022-04-20 00:00:00
3368,3746,210,SIP,1000.0,,973.172,38.02,42.96,41807.47,12.99,ACTIVE,2025-03-07 00:00:00
3369,5280,114,SIP,2000.0,,221.7295,117.26,127.86,28350.33,9.04,COMPLETED,2024-01-06 00:00:00
3370,9255,132,SIP,2000.0,,4464.872,15.23,18.06,80635.59,18.58,ACTIVE,2025-05-03 00:00:00
3371,6114,222,SIP,1500.0,,434.3447,79.43,65.98,28658.06,-16.93,COMPLETED,2022-01-13 00:00:00
3372,6182,191,LUMPSUM,,50000.0,340.8084,146.71,166.22,56649.17,13.3,COMPLETED,2022-03-12 00:00:00
3373,5074,164,SIP,500.0,,336.5472,54.97,54.41,18311.53,-1.02,CLOSED,2024-07-15 00:00:00
3374,774,61,SIP,500.0,,367.2281,78.97,91.82,33718.88,16.27,PAUSED,2023-02-26 00:00:00
3375,6687,176,SIP,5000.0,,2376.5241,96.78,113.74,270305.85,17.52,COMPLETED,2025-12-27 00:00:00
3376,3934,202,SIP,3000.0,,2153.11,37.62,31.8,68468.9,-15.47,COMPLETED,2025-01-30 00:00:00
3377,7314,45,SIP,10000.0,,1411.1744,191.33,164.56,232222.86,-13.99,CLOSED,2023-07-30 00:00:00
3378,985,26,SIP,1000.0,,920.184,49.99,42.95,39521.9,-14.08,COMPLETED,2025-09-08 00:00:00
3379,5926,204,SIP,500.0,,140.1845,196.17,244.06,34213.43,24.41,CLOSED,2022-06-07 00:00:00
3380,8569,32,LUMPSUM,,200000.0,2974.8624,67.23,87.71,260925.18,30.46,ACTIVE,2023-05-02 00:00:00
3381,7847,63,LUMPSUM,,25000.0,200.8355,124.48,137.7,27655.05,10.62,PAUSED,2025-12-17 00:00:00
3382,7965,110,SIP,500.0,,339.4569,25.04,25.34,8601.84,1.2,ACTIVE,2023-06-11 00:00:00
3383,826,248,SIP,500.0,,118.5222,122.34,129.71,15373.51,6.02,PAUSED,2025-02-22 00:00:00
3384,452,204,SIP,3000.0,,325.5946,211.92,210.31,68475.8,-0.76,CLOSED,2023-03-20 00:00:00
3385,106,136,SIP,10000.0,,14677.1037,40.88,51.86,761154.6,26.86,PAUSED,2022-06-14 00:00:00
3386,4980,93,SIP,1500.0,,672.4092,113.77,123.28,82894.61,8.36,PAUSED,2024-03-20 00:00:00
3387,5545,100,LUMPSUM,,50000.0,411.2519,121.58,133.63,54955.59,9.91,CLOSED,2023-04-29 00:00:00
3388,7310,188,SIP,500.0,,124.5048,176.7,213.0,26519.52,20.54,COMPLETED,2024-04-30 00:00:00
3389,6974,62,SIP,2000.0,,2997.003,40.04,49.86,149430.57,24.53,CLOSED,2024-02-21 00:00:00
3390,8912,57,STP,,,390.9543,102.48,112.38,43935.44,9.66,COMPLETED,2022-07-21 00:00:00
3391,8921,217,LUMPSUM,,200000.0,1049.0427,190.65,246.68,258777.85,29.39,COMPLETED,2022-04-06 00:00:00
3392,2291,56,SIP,5000.0,,928.17,193.93,188.74,175182.81,-2.68,PAUSED,2022-05-21 00:00:00
3393,4869,202,SIP,2000.0,,2058.9279,56.34,59.41,122320.91,5.45,ACTIVE,2023-03-24 00:00:00
3394,4864,244,SIP,500.0,,44.0529,204.3,214.45,9447.14,4.97,PAUSED,2025-11-02 00:00:00
3395,2853,161,SIP,1500.0,,486.2651,58.61,64.87,31544.02,10.68,CLOSED,2025-05-15 00:00:00
3396,8715,189,SIP,2000.0,,731.548,76.55,62.49,45714.43,-18.37,PAUSED,2024-03-06 00:00:00
3397,6179,138,SWP,,,392.7588,106.06,117.34,46086.32,10.64,COMPLETED,2022-02-14 00:00:00
3398,6184,142,SIP,1000.0,,1656.051,15.7,15.18,25138.85,-3.31,COMPLETED,2024-09-23 00:00:00
3399,6580,187,SIP,10000.0,,6863.6228,33.51,33.73,231510.0,0.66,ACTIVE,2022-10-24 00:00:00
3400,2748,124,STP,,,269.8896,105.08,121.79,32869.85,15.9,ACTIVE,2022-05-12 00:00:00
3401,4330,13,SIP,5000.0,,4683.3639,49.11,42.06,196982.29,-14.36,COMPLETED,2024-07-14 00:00:00
3402,2102,132,SIP,2000.0,,769.9275,44.16,40.43,31128.17,-8.45,ACTIVE,2025-01-03 00:00:00
3403,7313,179,SIP,2000.0,,499.3461,168.22,220.16,109936.04,30.88,CLOSED,2023-11-17 00:00:00
3404,8616,157,LUMPSUM,,100000.0,474.676,210.67,228.84,108624.86,8.62,CLOSED,2023-08-07 00:00:00
3405,9835,15,SIP,10000.0,,4070.2656,46.68,51.08,207909.17,9.43,CLOSED,2023-07-26 00:00:00
3406,5501,107,SIP,5000.0,,7236.6658,37.31,43.72,316387.03,17.18,ACTIVE,2022-07-28 00:00:00
3407,7089,20,SIP,5000.0,,1402.6281,203.19,266.69,374066.89,31.25,CLOSED,2023-10-04 00:00:00
3408,3986,25,SWP,,,791.2945,62.03,53.13,42041.48,-14.35,PAUSED,2024-08-02 00:00:00
3409,5774,115,LUMPSUM,,200000.0,5090.3538,39.29,45.5,231611.1,15.81,CLOSED,2025-05-31 00:00:00
3410,3571,125,STP,,,177.7223,134.17,114.47,20343.87,-14.68,ACTIVE,2024-12-12 00:00:00
3411,6422,136,SWP,,,435.2409,54.17,44.88,19533.61,-17.15,ACTIVE,2025-08-09 00:00:00
3412,8186,20,SIP,2000.0,,1157.1443,96.79,123.62,143046.18,27.72,ACTIVE,2022-12-18 00:00:00
3413,6374,57,LUMPSUM,,50000.0,438.3273,114.07,99.51,43617.95,-12.76,ACTIVE,2023-05-11 00:00:00
3414,7704,158,LUMPSUM,,100000.0,1283.3676,77.92,64.05,82199.69,-17.8,PAUSED,2022-04-03 00:00:00
